cases,deaths,countriesAndTerritories,dateRep,countryterritoryCode,popData2019,contintent
0,0,Timor_Leste,2020-09-19,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-18,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-17,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-16,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-15,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-14,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-13,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-12,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-11,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-10,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-09,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-08,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-07,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-06,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-05,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-04,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-03,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-02,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-09-01,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-31,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-30,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-29,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-28,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-08-27,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-26,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-25,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-24,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-23,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-22,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-08-21,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-20,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-19,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-18,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-17,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-16,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-15,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-14,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-13,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-12,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-11,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-10,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-09,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-08,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-07,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-06,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-08-05,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-04,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-03,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-02,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-08-01,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-31,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-30,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-29,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-28,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-27,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-26,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-25,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-24,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-23,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-22,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-21,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-20,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-19,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-18,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-17,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-16,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-15,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-14,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-13,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-12,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-11,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-10,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-09,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-08,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-07,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-06,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-05,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-04,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-03,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-02,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-07-01,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-30,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-29,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-28,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-27,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-26,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-25,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-24,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-23,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-22,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-21,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-20,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-19,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-18,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-17,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-16,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-15,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-14,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-13,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-12,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-11,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-10,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-09,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-08,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-07,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-06,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-05,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-04,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-03,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-02,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-06-01,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-31,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-30,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-29,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-28,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-27,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-26,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-25,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-24,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-23,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-22,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-21,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-20,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-19,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-18,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-17,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-16,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-15,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-14,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-13,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-12,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-11,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-10,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-09,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-08,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-07,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-06,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-05,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-04,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-03,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-02,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-05-01,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-30,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-29,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-28,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-27,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-26,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-04-25,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-24,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-23,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-04-22,TLS,1293119.0,Asia
3,0,Timor_Leste,2020-04-21,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-04-20,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-19,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-18,TLS,1293119.0,Asia
12,0,Timor_Leste,2020-04-17,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-16,TLS,1293119.0,Asia
2,0,Timor_Leste,2020-04-15,TLS,1293119.0,Asia
2,0,Timor_Leste,2020-04-14,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-13,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-12,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-11,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-04-10,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-09,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-08,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-07,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-06,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-05,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-04,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-03,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-02,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-04-01,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-31,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-30,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-29,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-28,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-27,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-26,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-25,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-24,TLS,1293119.0,Asia
0,0,Timor_Leste,2020-03-23,TLS,1293119.0,Asia
1,0,Timor_Leste,2020-03-22,TLS,1293119.0,Asia
16,0,Togo,2020-11-30,TGO,8082366.0,Africa
20,0,Togo,2020-11-29,TGO,8082366.0,Africa
22,0,Togo,2020-11-28,TGO,8082366.0,Africa
15,0,Togo,2020-11-27,TGO,8082366.0,Africa
17,0,Togo,2020-11-26,TGO,8082366.0,Africa
18,0,Togo,2020-11-25,TGO,8082366.0,Africa
11,0,Togo,2020-11-24,TGO,8082366.0,Africa
14,0,Togo,2020-11-23,TGO,8082366.0,Africa
33,0,Togo,2020-11-22,TGO,8082366.0,Africa
25,1,Togo,2020-11-21,TGO,8082366.0,Africa
19,0,Togo,2020-11-20,TGO,8082366.0,Africa
30,1,Togo,2020-11-19,TGO,8082366.0,Africa
29,1,Togo,2020-11-18,TGO,8082366.0,Africa
18,0,Togo,2020-11-17,TGO,8082366.0,Africa
24,0,Togo,2020-11-16,TGO,8082366.0,Africa
24,1,Togo,2020-11-15,TGO,8082366.0,Africa
22,0,Togo,2020-11-14,TGO,8082366.0,Africa
12,1,Togo,2020-11-13,TGO,8082366.0,Africa
35,2,Togo,2020-11-12,TGO,8082366.0,Africa
35,0,Togo,2020-11-11,TGO,8082366.0,Africa
7,0,Togo,2020-11-10,TGO,8082366.0,Africa
33,0,Togo,2020-11-09,TGO,8082366.0,Africa
23,0,Togo,2020-11-08,TGO,8082366.0,Africa
18,0,Togo,2020-11-07,TGO,8082366.0,Africa
36,0,Togo,2020-11-06,TGO,8082366.0,Africa
25,0,Togo,2020-11-05,TGO,8082366.0,Africa
17,0,Togo,2020-11-04,TGO,8082366.0,Africa
7,0,Togo,2020-11-03,TGO,8082366.0,Africa
26,0,Togo,2020-11-02,TGO,8082366.0,Africa
19,2,Togo,2020-11-01,TGO,8082366.0,Africa
16,0,Togo,2020-10-31,TGO,8082366.0,Africa
58,1,Togo,2020-10-30,TGO,8082366.0,Africa
9,0,Togo,2020-10-29,TGO,8082366.0,Africa
25,1,Togo,2020-10-28,TGO,8082366.0,Africa
4,1,Togo,2020-10-27,TGO,8082366.0,Africa
13,0,Togo,2020-10-26,TGO,8082366.0,Africa
25,0,Togo,2020-10-25,TGO,8082366.0,Africa
23,0,Togo,2020-10-24,TGO,8082366.0,Africa
19,1,Togo,2020-10-23,TGO,8082366.0,Africa
16,0,Togo,2020-10-22,TGO,8082366.0,Africa
33,0,Togo,2020-10-21,TGO,8082366.0,Africa
14,0,Togo,2020-10-20,TGO,8082366.0,Africa
8,0,Togo,2020-10-19,TGO,8082366.0,Africa
22,0,Togo,2020-10-18,TGO,8082366.0,Africa
31,0,Togo,2020-10-17,TGO,8082366.0,Africa
13,0,Togo,2020-10-16,TGO,8082366.0,Africa
11,1,Togo,2020-10-15,TGO,8082366.0,Africa
23,1,Togo,2020-10-14,TGO,8082366.0,Africa
9,0,Togo,2020-10-13,TGO,8082366.0,Africa
5,0,Togo,2020-10-12,TGO,8082366.0,Africa
14,0,Togo,2020-10-11,TGO,8082366.0,Africa
14,0,Togo,2020-10-10,TGO,8082366.0,Africa
9,0,Togo,2020-10-09,TGO,8082366.0,Africa
17,0,Togo,2020-10-08,TGO,8082366.0,Africa
17,1,Togo,2020-10-07,TGO,8082366.0,Africa
10,0,Togo,2020-10-06,TGO,8082366.0,Africa
14,0,Togo,2020-10-05,TGO,8082366.0,Africa
22,0,Togo,2020-10-04,TGO,8082366.0,Africa
9,0,Togo,2020-10-03,TGO,8082366.0,Africa
25,0,Togo,2020-10-02,TGO,8082366.0,Africa
25,0,Togo,2020-10-01,TGO,8082366.0,Africa
10,1,Togo,2020-09-30,TGO,8082366.0,Africa
6,1,Togo,2020-09-29,TGO,8082366.0,Africa
7,0,Togo,2020-09-28,TGO,8082366.0,Africa
14,2,Togo,2020-09-27,TGO,8082366.0,Africa
15,0,Togo,2020-09-26,TGO,8082366.0,Africa
6,3,Togo,2020-09-25,TGO,8082366.0,Africa
18,0,Togo,2020-09-24,TGO,8082366.0,Africa
14,0,Togo,2020-09-23,TGO,8082366.0,Africa
3,0,Togo,2020-09-22,TGO,8082366.0,Africa
7,0,Togo,2020-09-21,TGO,8082366.0,Africa
19,0,Togo,2020-09-20,TGO,8082366.0,Africa
22,0,Togo,2020-09-19,TGO,8082366.0,Africa
10,1,Togo,2020-09-18,TGO,8082366.0,Africa
13,0,Togo,2020-09-17,TGO,8082366.0,Africa
17,0,Togo,2020-09-16,TGO,8082366.0,Africa
6,3,Togo,2020-09-15,TGO,8082366.0,Africa
17,0,Togo,2020-09-14,TGO,8082366.0,Africa
7,0,Togo,2020-09-13,TGO,8082366.0,Africa
11,0,Togo,2020-09-12,TGO,8082366.0,Africa
9,1,Togo,2020-09-11,TGO,8082366.0,Africa
15,2,Togo,2020-09-10,TGO,8082366.0,Africa
20,1,Togo,2020-09-09,TGO,8082366.0,Africa
5,1,Togo,2020-09-08,TGO,8082366.0,Africa
11,0,Togo,2020-09-07,TGO,8082366.0,Africa
20,1,Togo,2020-09-06,TGO,8082366.0,Africa
14,0,Togo,2020-09-05,TGO,8082366.0,Africa
9,1,Togo,2020-09-04,TGO,8082366.0,Africa
18,2,Togo,2020-09-03,TGO,8082366.0,Africa
16,0,Togo,2020-09-02,TGO,8082366.0,Africa
4,1,Togo,2020-09-01,TGO,8082366.0,Africa
6,0,Togo,2020-08-31,TGO,8082366.0,Africa
25,0,Togo,2020-08-30,TGO,8082366.0,Africa
39,0,Togo,2020-08-29,TGO,8082366.0,Africa
0,0,Togo,2020-08-28,TGO,8082366.0,Africa
17,0,Togo,2020-08-27,TGO,8082366.0,Africa
14,0,Togo,2020-08-26,TGO,8082366.0,Africa
18,0,Togo,2020-08-25,TGO,8082366.0,Africa
2,0,Togo,2020-08-24,TGO,8082366.0,Africa
36,0,Togo,2020-08-23,TGO,8082366.0,Africa
27,0,Togo,2020-08-22,TGO,8082366.0,Africa
22,0,Togo,2020-08-21,TGO,8082366.0,Africa
17,0,Togo,2020-08-20,TGO,8082366.0,Africa
19,0,Togo,2020-08-19,TGO,8082366.0,Africa
7,0,Togo,2020-08-18,TGO,8082366.0,Africa
17,0,Togo,2020-08-17,TGO,8082366.0,Africa
6,1,Togo,2020-08-16,TGO,8082366.0,Africa
20,0,Togo,2020-08-15,TGO,8082366.0,Africa
12,0,Togo,2020-08-14,TGO,8082366.0,Africa
22,0,Togo,2020-08-13,TGO,8082366.0,Africa
3,1,Togo,2020-08-12,TGO,8082366.0,Africa
7,2,Togo,2020-08-11,TGO,8082366.0,Africa
14,0,Togo,2020-08-10,TGO,8082366.0,Africa
18,1,Togo,2020-08-09,TGO,8082366.0,Africa
16,0,Togo,2020-08-08,TGO,8082366.0,Africa
11,1,Togo,2020-08-07,TGO,8082366.0,Africa
13,2,Togo,2020-08-06,TGO,8082366.0,Africa
12,0,Togo,2020-08-05,TGO,8082366.0,Africa
15,0,Togo,2020-08-04,TGO,8082366.0,Africa
3,0,Togo,2020-08-03,TGO,8082366.0,Africa
17,0,Togo,2020-08-02,TGO,8082366.0,Africa
14,1,Togo,2020-08-01,TGO,8082366.0,Africa
31,0,Togo,2020-07-31,TGO,8082366.0,Africa
0,0,Togo,2020-07-30,TGO,8082366.0,Africa
22,0,Togo,2020-07-29,TGO,8082366.0,Africa
6,0,Togo,2020-07-28,TGO,8082366.0,Africa
15,1,Togo,2020-07-27,TGO,8082366.0,Africa
14,0,Togo,2020-07-26,TGO,8082366.0,Africa
11,1,Togo,2020-07-25,TGO,8082366.0,Africa
22,0,Togo,2020-07-24,TGO,8082366.0,Africa
16,1,Togo,2020-07-23,TGO,8082366.0,Africa
7,0,Togo,2020-07-22,TGO,8082366.0,Africa
9,0,Togo,2020-07-21,TGO,8082366.0,Africa
8,0,Togo,2020-07-20,TGO,8082366.0,Africa
17,0,Togo,2020-07-19,TGO,8082366.0,Africa
0,0,Togo,2020-07-18,TGO,8082366.0,Africa
9,0,Togo,2020-07-17,TGO,8082366.0,Africa
9,0,Togo,2020-07-16,TGO,8082366.0,Africa
10,0,Togo,2020-07-15,TGO,8082366.0,Africa
1,0,Togo,2020-07-14,TGO,8082366.0,Africa
2,0,Togo,2020-07-13,TGO,8082366.0,Africa
8,0,Togo,2020-07-12,TGO,8082366.0,Africa
6,0,Togo,2020-07-11,TGO,8082366.0,Africa
9,0,Togo,2020-07-10,TGO,8082366.0,Africa
6,0,Togo,2020-07-09,TGO,8082366.0,Africa
9,0,Togo,2020-07-08,TGO,8082366.0,Africa
0,0,Togo,2020-07-07,TGO,8082366.0,Africa
4,0,Togo,2020-07-06,TGO,8082366.0,Africa
5,1,Togo,2020-07-05,TGO,8082366.0,Africa
4,0,Togo,2020-07-04,TGO,8082366.0,Africa
6,0,Togo,2020-07-03,TGO,8082366.0,Africa
11,0,Togo,2020-07-02,TGO,8082366.0,Africa
7,0,Togo,2020-07-01,TGO,8082366.0,Africa
1,0,Togo,2020-06-30,TGO,8082366.0,Africa
27,0,Togo,2020-06-29,TGO,8082366.0,Africa
24,0,Togo,2020-06-28,TGO,8082366.0,Africa
3,0,Togo,2020-06-27,TGO,8082366.0,Africa
5,0,Togo,2020-06-26,TGO,8082366.0,Africa
7,1,Togo,2020-06-25,TGO,8082366.0,Africa
7,0,Togo,2020-06-24,TGO,8082366.0,Africa
0,0,Togo,2020-06-23,TGO,8082366.0,Africa
8,0,Togo,2020-06-22,TGO,8082366.0,Africa
6,0,Togo,2020-06-21,TGO,8082366.0,Africa
8,0,Togo,2020-06-20,TGO,8082366.0,Africa
3,0,Togo,2020-06-19,TGO,8082366.0,Africa
7,0,Togo,2020-06-18,TGO,8082366.0,Africa
5,0,Togo,2020-06-17,TGO,8082366.0,Africa
1,0,Togo,2020-06-16,TGO,8082366.0,Africa
1,0,Togo,2020-06-15,TGO,8082366.0,Africa
5,0,Togo,2020-06-14,TGO,8082366.0,Africa
1,0,Togo,2020-06-13,TGO,8082366.0,Africa
2,0,Togo,2020-06-12,TGO,8082366.0,Africa
21,0,Togo,2020-06-11,TGO,8082366.0,Africa
4,0,Togo,2020-06-10,TGO,8082366.0,Africa
2,0,Togo,2020-06-09,TGO,8082366.0,Africa
8,0,Togo,2020-06-08,TGO,8082366.0,Africa
2,0,Togo,2020-06-07,TGO,8082366.0,Africa
20,0,Togo,2020-06-06,TGO,8082366.0,Africa
13,0,Togo,2020-06-05,TGO,8082366.0,Africa
7,0,Togo,2020-06-04,TGO,8082366.0,Africa
2,0,Togo,2020-06-03,TGO,8082366.0,Africa
1,0,Togo,2020-06-02,TGO,8082366.0,Africa
9,0,Togo,2020-06-01,TGO,8082366.0,Africa
5,0,Togo,2020-05-31,TGO,8082366.0,Africa
6,0,Togo,2020-05-30,TGO,8082366.0,Africa
27,0,Togo,2020-05-29,TGO,8082366.0,Africa
4,0,Togo,2020-05-28,TGO,8082366.0,Africa
5,0,Togo,2020-05-27,TGO,8082366.0,Africa
5,1,Togo,2020-05-26,TGO,8082366.0,Africa
8,0,Togo,2020-05-25,TGO,8082366.0,Africa
10,0,Togo,2020-05-24,TGO,8082366.0,Africa
9,0,Togo,2020-05-23,TGO,8082366.0,Africa
14,0,Togo,2020-05-22,TGO,8082366.0,Africa
2,0,Togo,2020-05-21,TGO,8082366.0,Africa
8,0,Togo,2020-05-20,TGO,8082366.0,Africa
29,1,Togo,2020-05-19,TGO,8082366.0,Africa
3,0,Togo,2020-05-18,TGO,8082366.0,Africa
35,0,Togo,2020-05-17,TGO,8082366.0,Africa
25,0,Togo,2020-05-16,TGO,8082366.0,Africa
19,0,Togo,2020-05-15,TGO,8082366.0,Africa
20,0,Togo,2020-05-14,TGO,8082366.0,Africa
18,0,Togo,2020-05-13,TGO,8082366.0,Africa
7,0,Togo,2020-05-12,TGO,8082366.0,Africa
21,1,Togo,2020-05-11,TGO,8082366.0,Africa
8,0,Togo,2020-05-10,TGO,8082366.0,Africa
10,1,Togo,2020-05-09,TGO,8082366.0,Africa
7,0,Togo,2020-05-08,TGO,8082366.0,Africa
0,0,Togo,2020-05-07,TGO,8082366.0,Africa
2,0,Togo,2020-05-06,TGO,8082366.0,Africa
2,0,Togo,2020-05-05,TGO,8082366.0,Africa
1,0,Togo,2020-05-04,TGO,8082366.0,Africa
0,0,Togo,2020-05-03,TGO,8082366.0,Africa
7,0,Togo,2020-05-02,TGO,8082366.0,Africa
7,2,Togo,2020-05-01,TGO,8082366.0,Africa
10,1,Togo,2020-04-30,TGO,8082366.0,Africa
0,0,Togo,2020-04-29,TGO,8082366.0,Africa
1,0,Togo,2020-04-28,TGO,8082366.0,Africa
2,0,Togo,2020-04-27,TGO,8082366.0,Africa
6,0,Togo,2020-04-26,TGO,8082366.0,Africa
2,0,Togo,2020-04-25,TGO,8082366.0,Africa
0,0,Togo,2020-04-24,TGO,8082366.0,Africa
2,0,Togo,2020-04-23,TGO,8082366.0,Africa
2,0,Togo,2020-04-22,TGO,8082366.0,Africa
0,1,Togo,2020-04-21,TGO,8082366.0,Africa
0,0,Togo,2020-04-20,TGO,8082366.0,Africa
1,0,Togo,2020-04-19,TGO,8082366.0,Africa
2,0,Togo,2020-04-18,TGO,8082366.0,Africa
0,2,Togo,2020-04-17,TGO,8082366.0,Africa
4,0,Togo,2020-04-16,TGO,8082366.0,Africa
0,0,Togo,2020-04-15,TGO,8082366.0,Africa
1,0,Togo,2020-04-14,TGO,8082366.0,Africa
0,0,Togo,2020-04-13,TGO,8082366.0,Africa
0,0,Togo,2020-04-12,TGO,8082366.0,Africa
3,0,Togo,2020-04-11,TGO,8082366.0,Africa
3,0,Togo,2020-04-10,TGO,8082366.0,Africa
5,0,Togo,2020-04-09,TGO,8082366.0,Africa
7,0,Togo,2020-04-08,TGO,8082366.0,Africa
14,0,Togo,2020-04-07,TGO,8082366.0,Africa
3,0,Togo,2020-04-06,TGO,8082366.0,Africa
1,0,Togo,2020-04-05,TGO,8082366.0,Africa
1,1,Togo,2020-04-04,TGO,8082366.0,Africa
3,0,Togo,2020-04-03,TGO,8082366.0,Africa
2,1,Togo,2020-04-02,TGO,8082366.0,Africa
0,0,Togo,2020-04-01,TGO,8082366.0,Africa
4,0,Togo,2020-03-31,TGO,8082366.0,Africa
2,0,Togo,2020-03-30,TGO,8082366.0,Africa
3,0,Togo,2020-03-29,TGO,8082366.0,Africa
1,1,Togo,2020-03-28,TGO,8082366.0,Africa
1,0,Togo,2020-03-27,TGO,8082366.0,Africa
5,0,Togo,2020-03-26,TGO,8082366.0,Africa
0,0,Togo,2020-03-25,TGO,8082366.0,Africa
3,0,Togo,2020-03-24,TGO,8082366.0,Africa
0,0,Togo,2020-03-23,TGO,8082366.0,Africa
6,0,Togo,2020-03-22,TGO,8082366.0,Africa
8,0,Togo,2020-03-21,TGO,8082366.0,Africa
0,0,Togo,2020-03-20,TGO,8082366.0,Africa
0,0,Togo,2020-03-19,TGO,8082366.0,Africa
0,0,Togo,2020-03-18,TGO,8082366.0,Africa
0,0,Togo,2020-03-17,TGO,8082366.0,Africa
0,0,Togo,2020-03-16,TGO,8082366.0,Africa
0,0,Togo,2020-03-15,TGO,8082366.0,Africa
1,0,Togo,2020-03-07,TGO,8082366.0,Africa
30,2,Trinidad_and_Tobago,2020-11-30,TTO,1394973.0,Americas
44,0,Trinidad_and_Tobago,2020-11-29,TTO,1394973.0,Americas
16,2,Trinidad_and_Tobago,2020-11-28,TTO,1394973.0,Americas
67,0,Trinidad_and_Tobago,2020-11-27,TTO,1394973.0,Americas
15,1,Trinidad_and_Tobago,2020-11-26,TTO,1394973.0,Americas
13,0,Trinidad_and_Tobago,2020-11-25,TTO,1394973.0,Americas
25,0,Trinidad_and_Tobago,2020-11-24,TTO,1394973.0,Americas
126,0,Trinidad_and_Tobago,2020-11-23,TTO,1394973.0,Americas
63,2,Trinidad_and_Tobago,2020-11-22,TTO,1394973.0,Americas
